Movie Name,Role,Name
The Town,Producer,Graham King
The Town,Producer,Basil Iwanyk
The Hangover 3,Director,Todd Phillips
The Hangover 3,Screenwriter,Todd Phillips
The Hangover 3,Screenwriter,Craig Mazin
The Hangover 3,Producer,Todd Phillips
The Hangover 3,Producer,Dan Goldberg
Madea's Family Reunion,Director,Tyler Perry
Ice Age: Continental Drift,Director,Steve Martino
Ice Age: Continental Drift,Director,Michael Thurmeier
Ice Age: Continental Drift,Producer,Lori Forte
Ice Age: Continental Drift,Producer,John C. Donkin
Born on the Fourth of July,Director,Oliver Stone
Born on the Fourth of July,Producer,Oliver Stone
Born on the Fourth of July,Producer,A. Kitman Ho
Born on the Fourth of July,Screenwriter,Oliver Stone
Born on the Fourth of July,Screenwriter,Ron Kovic
Peeples,Director,Tina Gordon Chism
Peeples,Screenwriter,Tina Gordon Chism
Peeples,Producer,Tyler Perry
Peeples,Producer,Ozzie Areu
Peeples,Producer,Matt Moore
Peeples,Producer,Paul Hall
Peeples,Producer,Stephanie Allain
Kiss of the Dragon,Director,Chris Nahon
Red Tails,Producer,Rick McCallum
Red Tails,Producer,Charles Floyd Johnson
Red Tails,Screenwriter,John Ridley
Red Tails,Screenwriter,Aaron McGruder
Red Tails,Director,Anthony Hemingway
La mala educación,Director,Pedro Almodovar
Peggy Sue Got Married,Director,Francis Ford Coppola
Slumdog Millionaire,Director,Danny Boyle
Slumdog Millionaire,Screenwriter,Simon Beaufoy
Slumdog Millionaire,Producer,Christian Colson
The Mighty Macs,Director,Tim Chambers
The Mighty Macs,Screenwriter,Tim Chambers
The Mighty Macs,Producer,Tim Chambers
The Mighty Macs,Producer,Whitney Spring
Flight of the Phoenix,Director,John Moore
Flight of the Phoenix,Producer,John Davis
Flight of the Phoenix,Producer,William Aldrich
Flight of the Phoenix,Producer,Wyck Godfrey
Flight of the Phoenix,Producer,T. Alex Blum
Flight of the Phoenix,Screenwriter,Scott Frank
Flight of the Phoenix,Screenwriter,Edward Burns
Kingdom of Heaven,Director,Ridley Scott
Kingdom of Heaven,Screenwriter,William Monahan
Kingdom of Heaven,Producer,Ridley Scott
Shanghai Knights,Director,David Dobkin
The Constant Gardener,Director,Fernando Meirelles
The Reaping,Director,Stephen Hopkins
Blast from the Past,Director,Hugh Wilson
Margaret,Director,Ken Lonergan
Margaret,Screenwriter,Ken Lonergan
Margaret,Producer,Scott Rudin
Margaret,Producer,Sydney Pollack
Margaret,Producer,Gary Gilbert
Jesse,Director,Fred Carpenter
Paranormal Activity 3,Director,Henry Joost
Paranormal Activity 3,Director,Ariel Schulman
Paranormal Activity 3,Screenwriter,Christopher Landon
Paranormal Activity 3,Producer,Jason Blum
Paranormal Activity 3,Producer,Oren Peli
Paranormal Activity 3,Producer,Steven Schneider
Escobar: Paradise Lost,Director,Andrea Di Stefano
Pirates of the Caribbean: The Curse of the Black Pearl,Director,Gore Verbinski
Pirates of the Caribbean: The Curse of the Black Pearl,Screenwriter,Ted Elliott
Pirates of the Caribbean: The Curse of the Black Pearl,Screenwriter,Terry Rossio
Eternal Sunshine of the Spotless Mind,Director,Michel Gondry
The Reader,Director,Stephen Daldry
The Reader,Screenwriter,David Hare
The Reader,Producer,Anthony Minghella
The Reader,Producer,Sydney Pollack
The Reader,Producer,Donna Gigliotti
The Reader,Producer,Redmond Morris
Warriors of Virtue,Director,Ronny Yu
Let Me In,Producer,Simon Oaks
Let Me In,Producer,Alex Brunner
Let Me In,Producer,Guy East
Let Me In,Producer,Tobin Armbrust
Let Me In,Producer,Donna Gigliotti
Let Me In,Producer,John Nordling
In the Name of the King III,Director,Uwe Boll
The Client,Director,Joel Schumacher
1941,Director,Steven Spielberg
1941,Producer,Buzz Feitshans
1941,Screenwriter,Robert Zemeckis
1941,Screenwriter,Bob Gale
How to Train Your Dragon,Director,Chris Sanders
How to Train Your Dragon,Director,Dean DeBlois
How to Train Your Dragon,Screenwriter,Chris Sanders
How to Train Your Dragon,Screenwriter,Dean DeBlois
How to Train Your Dragon,Producer,Bonnie Arnold
The Upside of Anger,Director,Mike Binder
Insidious,Producer,Jason Blum
Insidious,Producer,Steven Schneider
Insidious,Producer,Oren Peli
Insidious,Director,James Wan
Insidious,Screenwriter,Leigh Whannell
Alive,Director,Frank Marshall
Alive,Screenwriter,John Patrick Shanley
Alive,Producer,Robert Watts
Alive,Producer,Kathleen Kennedy
Me and Orson Welles,Screenwriter,Holly Gent Palmo
Me and Orson Welles,Screenwriter,Vincent Palmo Jr.
Me and Orson Welles,Director,Richard Linklater
Black Swan,Director,Darren Aronofsky
Black Swan,Producer,Mike Medavoy
Black Swan,Producer,Arnold W. Messer
Black Swan,Producer,Brian Oliver
Black Swan,Producer,Scott Franklin
Black Swan,Screenwriter,Mark Heyman
Black Swan,Screenwriter,Andrew Heinz
Black Swan,Screenwriter,John McLaughlin
Town & Country,Director,Peter Chelsom
Paycheck,Director,John Woo
Paycheck,Screenwriter,Dean Georgaris
Paycheck,Producer,John Davis
Paycheck,Producer,Michael Hackett
Paycheck,Producer,John Woo
Paycheck,Producer,Terence Chang
Marci X,Director,Richard Benjamin
Gulliver's Travels,Director,Rob Letterman
Gulliver's Travels,Producer,John Davis
Gulliver's Travels,Producer,Gregory Goodman
Gulliver's Travels,Screenwriter,Joe Stillman
Gulliver's Travels,Screenwriter,Nicholas Stoller
The Adventurer: The Curse of the Midas Box,Director,Jonathan Newman
The Adventurer: The Curse of the Midas Box,Screenwriter,Christian Taylor
The Adventurer: The Curse of the Midas Box,Screenwriter,Matthew Huffman
The Adventurer: The Curse of the Midas Box,Producer,Karl Richards
The Adventurer: The Curse of the Midas Box,Producer,Peter Bevan
The Adventurer: The Curse of the Midas Box,Producer,Ibon Cormenzana
The Adventurer: The Curse of the Midas Box,Producer,Ignasi Estape
The Book Thief,Director,Brian Percival
The Book Thief,Screenwriter,Michael Petroni
The Book Thief,Producer,Karen Rosenfelt
The Book Thief,Producer,Ken Blancato
Little Shop of Horrors,Director,Frank Oz
Deep Blue Sea,Director,Renny Harlin
Deep Blue Sea,Screenwriter,Duncan Kennedy
Deep Blue Sea,Screenwriter,Donna Powers
Deep Blue Sea,Screenwriter,Wayne Powers
Deep Blue Sea,Producer,Akiva Goldsman
Deep Blue Sea,Producer,Tony Ludwig
Deep Blue Sea,Producer,Alan Riche
Kate and Leopold,Director,James Mangold
Bowling for Columbine,Director,Michael Moore
Dear Wendy,Director,Thomas Vinterberg
Silent Hill,Director,Christophe Gans
A Stir of Echoes,Director,David Koepp
Tiny Furniture,Producer,Kyle Martin
Tiny Furniture,Producer,Alicia Van Couvering
Tiny Furniture,Director,Lena Dunham
Tiny Furniture,Screenwriter,Lena Dunham
Bride & Prejudice,Director,Gurinder Chadha
George A. Romero's Land of the Dead,Director,George A. Romero
No Man's Land: The Rise of Reeker,Director,Dave Payne
Meet the Fockers,Director,Jay Roach
Meet the Fockers,Producer,Jane Rosenthal
Meet the Fockers,Producer,Robert De Niro
Meet the Fockers,Producer,Jay Roach
Meet the Fockers,Screenwriter,Jim Herzfeld
Meet the Fockers,Screenwriter,John Hamburg
It's Complicated,Director,Nancy Meyers
It's Complicated,Screenwriter,Nancy Meyers
It's Complicated,Producer,Nancy Meyers
It's Complicated,Producer,Scott Rudin
King Kong,Director,Peter Jackson
King Kong,Screenwriter,Peter Jackson
King Kong,Screenwriter,Fran Walsh
King Kong,Screenwriter,Edgar Wallace
King Kong,Producer,Jan Blenkin
King Kong,Producer,Carolynne Cunningham
King Kong,Producer,Fran Walsh
King Kong,Producer,Peter Jackson
King Kong,Producer,Philippa Boyens
One Direction: This is Us,Director,Morgan Spurlock
One Direction: This is Us,Producer,Morgan Spurlock
One Direction: This is Us,Producer,Simon Cowell
One Direction: This is Us,Producer,Ben Winston
One Direction: This is Us,Producer,Adam Milano
I Think I Love My Wife,Director,Chris Rock
The Godfather: Part III,Director,Francis Ford Coppola
Indiana Jones and the Temple of Doom,Director,Steven Spielberg
Indiana Jones and the Temple of Doom,Screenwriter,Willard Huyck
Indiana Jones and the Temple of Doom,Screenwriter,Gloria Katz
Indiana Jones and the Temple of Doom,Producer,Robert Watts
The Big Year,Director,David Frankel
The Big Year,Screenwriter,Howard Franklin
The Big Year,Producer,Karen Rosenfelt
The Big Year,Producer,Stuart Cornfeld
The Big Year,Producer,Curtis Hanson
Capote,Director,Bennett Miller
Walk Hard: The Dewey Cox Story,Director,Jake Kasdan
Walk Hard: The Dewey Cox Story,Screenwriter,Judd Apatow
Walk Hard: The Dewey Cox Story,Screenwriter,Jake Kasdan
Walk Hard: The Dewey Cox Story,Producer,Judd Apatow
Walk Hard: The Dewey Cox Story,Producer,Jake Kasdan
Walk Hard: The Dewey Cox Story,Producer,Clayton Townsend
A Nightmare on Elm Street 4: The Dream Master,Director,Renny Harlin
Leatherheads,Director,George Clooney
Leatherheads,Screenwriter,Duncan Brantley
Leatherheads,Screenwriter,Rick Reilly
Leatherheads,Producer,Grant Heslov
Leatherheads,Producer,Casey Silver
Scooby-Doo 2: Monsters Unleashed,Director,Raja Gosnell
RoboCop,Director,Jose Padilha
RoboCop,Screenwriter,Joshua Zetumer
RoboCop,Producer,Marc Abraham
RoboCop,Producer,Eric Newman
Big,Director,Penny Marshall
Big,Producer,Robert Greenhut
Big,Producer,James L. Brooks
Big,Screenwriter,Gary Ross
Big,Screenwriter,Anne Spielberg
Raging Bull,Director,Martin Scorsese
Rollerball,Director,John McTiernan
Die Another Day,Director,Lee Tamahori
Die Another Day,Producer,Michael G. Wilson
Die Another Day,Producer,Barbara Broccoli
Undercover Brother,Director,Malcolm D. Lee
Cats Don't Dance,Director,Mark Dindal
The Long Riders,Director,Walter Hill
The Nutty Professor,Director,Tom Shadyac
Zack and Miri Make a Porno,Director,Kevin Smith
Zack and Miri Make a Porno,Screenwriter,Kevin Smith
Zack and Miri Make a Porno,Producer,Scott Mosier
Black Hawk Down,Director,Ridley Scott
Black Hawk Down,Screenwriter,Ken Nolan
Black Hawk Down,Producer,Jerry Bruckheimer
Black Hawk Down,Producer,Ridley Scott
The Iron Giant,Director,Brad Bird
The Legend of Hercules,Director,Renny Harlin
The Legend of Hercules,Screenwriter,Daniel Giat
The Legend of Hercules,Screenwriter,Sean Hood
The Legend of Hercules,Producer,Danny Lerner
The Legend of Hercules,Producer,Les Weldon
The Legend of Hercules,Producer,Boaz Davidson
The Legend of Hercules,Producer,Renny Harlin
A Simple Plan,Director,Sam Raimi
Bring it On,Director,Peyton Reed
Bring it On,Producer,Thomas A. Bliss
Office Space,Director,Mike Judge
The Best Exotic Marigold Hotel,Director,John Madden
The Best Exotic Marigold Hotel,Screenwriter,Ol Parker
The Best Exotic Marigold Hotel,Producer,Graham Broadbent
The Best Exotic Marigold Hotel,Producer,Pete Czernin
Nothing To Lose,Director,Steve Oedekerk
Red,Producer,Lorenzo di Bonaventura
Red,Producer,Mark Vahradian
Red,Director,Robert Schwentke
Red,Screenwriter,Jon Hoeber
Red,Screenwriter,Erich Hoeber
Loser,Director,Amy Heckerling
Ghost Dog: Way of the Samurai,Director,Jim Jarmusch
Out of Africa,Director,Sydney Pollack
Money Talks,Director,Brett Ratner
What Just Happened,Director,Barry Levinson
Battleship,Director,Peter Berg
Battleship,Screenwriter,Jon Hoeber
Battleship,Screenwriter,Erich Hoeber
Battleship,Producer,Brian Goldner
Battleship,Producer,Scott Stuber
Battleship,Producer,Peter Berg
Battleship,Producer,Sarah Aubrey
Battleship,Producer,Duncan Henderson
Battleship,Producer,Bennet Schneir
Brazil,Director,Terry Gilliam
Poltergeist,Director,Tobe Hooper
Poltergeist,Producer,Steven Spielberg
Poltergeist,Producer,Frank Marshall
Poltergeist,Screenwriter,Steven Spielberg
Poltergeist,Screenwriter,Michael Grais
Poltergeist,Screenwriter,Mark Victor
Blazing Saddles,Director,Mel Brooks
Sideways,Director,Alexander Payne
New Year's Eve,Director,Garry Marshall
New Year's Eve,Screenwriter,Katherine Fugate
New Year's Eve,Producer,Mike Karz
New Year's Eve,Producer,Wayne Allen Rice
New Year's Eve,Producer,Garry Marshall
Spy Kids 2: The Island of Lost Dreams,Director,Robert Rodriguez
Indiana Jones and the Last Crusade,Director,Steven Spielberg
Indiana Jones and the Last Crusade,Producer,Robert Watts
Indiana Jones and the Last Crusade,Screenwriter,Jeffrey Boam
Pale Rider,Director,Clint Eastwood
Rat Race,Director,Jerry Zucker
Rat Race,Screenwriter,Andy Breckman
Rat Race,Producer,Jerry Zucker
Rat Race,Producer,Janet Zucker
Rat Race,Producer,Sean Daniel
Winter in Wartime,Director,Martin Koolhoven
Winter in Wartime,Screenwriter,Paul Jan Nelissen
Winter in Wartime,Screenwriter,Mieke De Jong
Winter in Wartime,Screenwriter,Els Vandevorst
Winter in Wartime,Producer,San Fu Maltha
The Croods,Director,Chris Sanders
The Croods,Director,Kirk De Micco
The Croods,Producer,Kristine Belson
The Croods,Producer,Jane Hartwell
The Croods,Screenwriter,Kirk DeMicco
The Croods,Screenwriter,Chris Sanders
No Country for Old Men,Director,Ethan Coen
No Country for Old Men,Director,Joel Coen
No Country for Old Men,Screenwriter,Joel Coen
No Country for Old Men,Screenwriter,Ethan Coen
No Country for Old Men,Producer,Scott Rudin
No Country for Old Men,Producer,Ethan Coen
No Country for Old Men,Producer,Joel Cohen
Grindhouse,Screenwriter,Quentin Tarantino
Grindhouse,Director,Rob Zombie
Grindhouse,Director,Robert Rodriguez
Grindhouse,Director,Quentin Tarantino
Grindhouse,Director,Eli Roth
The Young Victoria,Director,Jean-Marc Vallee
The Young Victoria,Screenwriter,Julian Fellowes
The Young Victoria,Producer,Graham King
The Young Victoria,Producer,Martin Scorsese
The Young Victoria,Producer,Tim Headington
The Young Victoria,Producer,Sarah Ferguson
World War Z,Director,Marc Forster
World War Z,Screenwriter,Matthew Michael Carnahan
World War Z,Screenwriter,Drew Goodard
World War Z,Screenwriter,Damion Lindelof
World War Z,Producer,Brad Pitt
World War Z,Producer,Dede Gardner
World War Z,Producer,Jeremy Kleiner
World War Z,Producer,Ian Bryce
War Games,Director,John Badham
Muppets From Space,Director,Tim Hill
Something's Gotta Give,Director,Nancy Meyers
Something's Gotta Give,Screenwriter,Nancy Meyers
Something's Gotta Give,Producer,Bruce A. Block
Something's Gotta Give,Producer,Nancy Meyers
Breakdown,Director,Jeffrey W. Byrd
Breakdown,Director,Jonathan Mostow
xXx,Director,Rob Cohen
xXx,Screenwriter,Rich Wilkes
xXx,Producer,Neal H. Moritz
Highlander,Director,Russell Mulcahy
Flipped,Director,Rob Reiner
Flipped,Screenwriter,Rob Reiner
Flipped,Screenwriter,Andrew Scheinman
Flipped,Producer,Rob Reiner
Flipped,Producer,Alan Greisman
Joy Ride,Director,John Dahl
Just Go With It,Director,Dennis Dugan
Just Go With It,Producer,Adam Sandler
Just Go With It,Producer,Jack Giarraputo
Just Go With It,Producer,Heather Parry
Just Go With It,Screenwriter,Allan Loeb
Just Go With It,Screenwriter,Timothy Dowling
The Fugitive,Director,Andrew Davis
The Fugitive,Producer,Arnold Kopelson
The Fugitive,Screenwriter,Jeb Stuart
The Fugitive,Screenwriter,David Twohy
You Can Count on Me,Director,Kenneth Lonergan
The Weather Man,Director,Gore Verbinski
The Weather Man,Screenwriter,Steven Conrad
The Weather Man,Producer,Todd Black
The Weather Man,Producer,Steve Tisch
The Weather Man,Producer,Jason Blumenthal
Before Sunset,Director,Richard Linklater
Cloverfield,Director,Matt Reeves
Cloverfield,Screenwriter,Drew Goddard
Cloverfield,Producer,J.J. Abrams
Cloverfield,Producer,Bryan Burk
Novocaine,Director,David Atkins
Novocaine,Screenwriter,David Atkins
Novocaine,Producer,Paul Mones
Novocaine,Producer,Daniel M. Rosenberg
Zodiac,Director,David Fincher
Zodiac,Screenwriter,James Vanderbilt
Zodiac,Producer,Mike Medavoy
Zodiac,Producer,Arnold W. Messer
Zodiac,Producer,Bradley J. Fischer
Zodiac,Producer,James Vanderbilt
Zodiac,Producer,Cean Chaffin
Jurassic Park,Director,Steven Spielberg
Jurassic Park,Screenwriter,Michael Crichton
Jurassic Park,Screenwriter,David Koepp
Jurassic Park,Producer,Kathleen Kennedy
Jurassic Park,Producer,Gerald R. Molen
G.I. Jane,Director,Ridley Scott
G.I. Jane,Screenwriter,David Twohy
G.I. Jane,Screenwriter,Danielle Alexandra
G.I. Jane,Producer,Roger Birnbaum
G.I. Jane,Producer,Demi Moore
G.I. Jane,Producer,Suzanne Todd
Ghosts of Mississippi,Director,Rob Reiner
Pathology,Screenwriter,Neveldine & Taylor
Top Gun,Director,Tony Scott
Top Gun,Producer,Don Simpson
Top Gun,Producer,Jerry Bruckheimer
Top Gun,Screenwriter,Jim Cash
Top Gun,Screenwriter,"Jack Epps, Jr."
Getaway,Director,Courtney Solomon
Getaway,Screenwriter,Sean Finegan
Getaway,Screenwriter,Gregg Maxwell Parker
Getaway,Producer,Courtney Solomon
Getaway,Producer,Allan Zeman
Getaway,Producer,Christopher Milburn
Getaway,Producer,Moshe Diamant
X-Men: Days of Future Past,Director,Bryan Singer
X-Men: Days of Future Past,Screenwriter,Simon Kinberg
X-Men: Days of Future Past,Producer,Lauren Shuler Donner
X-Men: Days of Future Past,Producer,Hutch Parker
X-Men: Days of Future Past,Producer,Simon Kinberg
The Interpreter,Director,Sydney Pollack
The Interpreter,Screenwriter,Charles Randolph
The Interpreter,Screenwriter,Scott Frank
The Interpreter,Screenwriter,Steven Zaillian
The Interpreter,Producer,Tim Bevan
The Interpreter,Producer,Eric Fellner
The Interpreter,Producer,Kevin Misher
Quills,Director,Philip Kaufman
Yoga Hosers,Director,Kevin Smith
Yoga Hosers,Screenwriter,Kevin Smith
Pretty Woman,Director,Garry Marshall
Inglourious Basterds,Director,Quentin Tarantino
Inglourious Basterds,Screenwriter,Quentin Tarantino
Inglourious Basterds,Producer,Lawrence Bender
Hall Pass,Producer,Bradley Thomas
Hall Pass,Producer,Charles B. Wessler
Hall Pass,Producer,Peter Farrelly
Hall Pass,Producer,Bobby Farrelly
Hall Pass,Director,Peter Farrelly
Hall Pass,Director,Bobby Farrelly
Hall Pass,Screenwriter,Pete Jones
Hall Pass,Screenwriter,Kevin Barnett
Hall Pass,Screenwriter,Peter Farrelly
Hall Pass,Screenwriter,Bobby Farrelly
Aqua Teen Hunger Force: The Movie,Director,Matt Maiellaro
Aqua Teen Hunger Force: The Movie,Director,Dave Willis
"Paris, je t'aime",Director,Alexander Payne
"Paris, je t'aime",Director,Alfonso Cuarón
"Paris, je t'aime",Director,Gerard Depardieu
"Paris, je t'aime",Director,Gurinder Chadha
"Paris, je t'aime",Director,Gus Van Sant
"Paris, je t'aime",Director,Joel Coen
