Movie Name,Release Date,Genre,Budget,Gross,RT Critic Label,RT Critic Rating,RT Audience Label,RT Audience Rating,IMDB Rating,Directors,Producers,Sreenwriters,Actors
Lara Croft: Tomb Raider, 2001/6/15,Adventure,94000000.0,131144183.0,Rotten,19%,Spilled,48%,5.7,Simon West,Lawrence Gordon|Lloyd Levin|Colin Wilson,Patrick Massett|John Zinman,Angelina Jolie|Jon Voight|Iain Glen|Noah Taylor|Daniel Craig
I Don't Know How She Does It, 2011/9/16,Comedy,24000000.0,9659074.0,Rotten,17%,Spilled,32%,4.8,Douglas McGrath,Donna Gigliotti,Aline Brosh McKenna,Sarah Jessica Parker|Pierce Brosnan|Greg Kinnear|Christina Hendricks|Kelsey Grammer
A Haunted House 2, 2014/4/18,Comedy,4000000.0,17329487.0,Rotten,8%,Spilled,50%,4.7,Mike Tiddes,Marlon Wayans|Rick Alvarez,Marlon Wayans|Rick Alvarez,Marlon Wayans|Jaime Pressly|Essence Atkins|Gabriel Iglesias|Missi Pyle
Machine Gun Preacher, 2011/9/23,Drama,30000000.0,538690.0,Rotten,29%,Upright,63%,6.8,Marc Forster,Marc Forster|Craig Chapman|Gary Safady|Robbie Brenner|Deborah Giarratana,Jason Keller,Gerard Butler|Michelle Monaghan|Michael Shannon|Kathy Baker|Souleymane Sy Savane
Madea Goes To Jail, 2009/2/20,Comedy,17500000.0,90508336.0,Rotten,30%,Upright,70%,3.9,Tyler Perry,Tyler Perry|Reuben Cannon,Tyler Perry,Tyler Perry|Derek Luke|Keshia Knight Pulliam|Sofia Vergara|Vanessa Ferlito
Hereafter, 2010/10/15,Thriller/Suspense,50000000.0,32746941.0,Rotten,46%,Spilled,38%,6.5,Clint Eastwood,Clint Eastwood|Kathleen Kennedy|Robert Lorenz,Peter Morgan,Matt Damon|Cécile de France|Jay Mohr|Bryce Dallas Howard|George McLaren
The Lucky One, 2012/4/20,Drama,25000000.0,60457138.0,Rotten,20%,Upright,67%,6.5,Scott Hicks,Denise Di Novi|Kevin McCormic,Will Fetters,Zac Efron|Taylor Schilling|Blythe Danner|Riley Thomas Stewart|Jay R. Ferguson
Van Helsing, 2004/5/7,Action,170000000.0,120150546.0,Rotten,23%,Spilled,57%,5.9,Stephen Sommers,Stephen Sommers|Bob Ducsay,Stephen Sommers,Hugh Jackman|Kate Beckinsale|Richard Roxburgh|David Wenham|Will Kemp
The Bodyguard, 1992/11/25,Thriller/Suspense,25000000.0,121945720.0,Rotten,32%,Upright,64%,6.0,Mick Jackson,Lawrence Kasdan|Jim Wilson|Kevin Costner,Lawrence Kasdan,Kevin Costner|Whitney Houston|Mike Starr|Bill Cobbs|Richard Schiff
12 Years a Slave, 2013/10/18,Drama,20000000.0,56671993.0,Certified Fresh,97%,Upright,90%,8.2,Steve Rodney McQueen,Brad Pitt|Dede Gardner|Jeremy Kleiner|Bill Pohlad|Steve McQueen|Arnon Milchan|Anthony Katagas,John Ridley,Chiwetel Ejiofor|Michael Fassbender|Benedict Cumberbatch|Paul Dano|Paul Giamatti
Animal Kingdom, 2010/8/13,Drama,4200000.0,1044039.0,Certified Fresh,97%,Upright,83%,7.3,David Michod,Liz Watts,David Michod,Ben Mendelsohn|Joel Edgerton|Guy Pearce|Luke Ford|Jacki Weaver
Kick-Ass 2, 2013/8/16,Action,28000000.0,28795985.0,Rotten,29%,Spilled,59%,6.7,Jeff Wadlow,Matthew Vaughn|Adam Bohling|Tarquin Pack|David Reid,Jeff Wadlow,Aaron Johnson|Christopher Mintz-Plasse|Chloë Grace Moretz|Jim Carrey|Clark Duke
Angels & Demons, 2009/5/15,Thriller/Suspense,150000000.0,133375846.0,Rotten,37%,Spilled,57%,6.7,Ron Howard,Brian Grazer|Ron Howard|John Calley,David Koepp|Akiva Goldsman,Tom Hanks|Ewan McGregor|Ayelet Zurer|Stellan Skarsgård|Pierfrancesco Favino
King Arthur, 2004/7/7,Adventure,90000000.0,51877963.0,Rotten,32%,Upright,60%,6.3,Antoine Fuqua,Jerry Bruckheimer,David Franzoni,Clive Owen|Keira Knightley|Ioan Gruffudd|Stellan Skarsgård|Stephen Dillane
Rain Man, 1988/12/16,Comedy,25000000.0,172825435.0,Certified Fresh,90%,Upright,90%,8.0,Barry Levinson,Mark Johnson,Ronald Bass|Barry Morrow,Dustin Hoffman|Tom Cruise|Valeria Golino|Gerald R. Molen|Jack Murdock
Act of Valor, 2012/2/24,Action,12000000.0,70012847.0,Rotten,25%,Upright,72%,6.5,"Mike ""Mouse"" McCoy|Scott Waugh","Scott Waugh|Mike ""Mouse"" McCoy|Max Leitman",Kurt Johnstad,Roselyn Sanchez|Alex Veadov|Jason Cottle|Nestor Serrano
Zoolander, 2001/9/28,Comedy,28000000.0,45172250.0,Fresh,64%,Upright,81%,6.6,Ben Stiller,Scott Rudin|Ben Stiller|Stuart Cornfeld,Drake Sather|Ben Stiller|John Hamburg,Ben Stiller|Owen Wilson|Will Ferrell|Christine Taylor|Milla Jovovich
WALL-E, 2008/6/27,Adventure,180000000.0,223808164.0,Certified Fresh,96%,Upright,89%,8.5,Andrew Stanton,Jim Morris,Andrew Stanton|Jim Reardon,Ben Burtt|Elissa Knight|Jeff Garlin|Fred Willard|Macintalk
The Patriot, 2000/6/28,Drama,110000000.0,113330342.0,Fresh,62%,Upright,81%,7.1,Roland Emmerich,Dean Devlin|Mark Gordon|Gary Levinsohn,Robert Rodat,Mel Gibson|Heath Ledger|Joely Richardson|Jason Isaacs|Chris Cooper
Total Recall, 2012/8/3,Action,125000000.0,58877969.0,Rotten,30%,Spilled,47%,6.3,Len Wiseman,Neal H. Moritz|Toby Jaffe,Kurt Wimmer|Mark Bomback,Colin Farrell|Kate Beckinsale|Jessica Biel|Bryan Cranston|Bokeem Woodbine
The Kingdom, 2007/9/28,Action,72500000.0,47467250.0,Rotten,51%,Upright,77%,7.1,Peter Berg,Michael Mann|Scott Stuber,Matthew Michael Carnahan,Jamie Foxx|Chris Cooper|Jennifer Garner|Jason Bateman|Jeremy Piven
Hansel & Gretel: Witch Hunters, 2013/1/25,Action,50000000.0,55703475.0,Rotten,15%,Spilled,53%,6.1,Tommy Wirkola,Beau Flynn|Kevin Messick|Adam McKay|Will Ferrell,Tommy Wirkola,Jeremy Renner|Gemma Arterton|Famke Janssen|Pihla Viitala|Derek Mears
Gremlins 2: The New Batch, 1990/6/15,Comedy,50000000.0,41476097.0,Fresh,69%,Spilled,57%,6.3,Joe Dante,Michael Finnell,Charlie Haas,Zach Galligan|Phoebe Cates|John Glover|Robert Prosky|Robert Picardo
Blue Valentine, 2010/12/29,Drama,1000000.0,9737892.0,Certified Fresh,87%,Upright,77%,7.4,Derek Cianfrance,Jamie Patricof|Lynette Howell|Alex Orlovsky,Derek Cianfrance|Joey Curtis|Cami Delavigne,Ryan Gosling|Michelle Williams|John Doman|Mike Vogel|Ben Shenkman
Beautiful Creatures, 2013/2/14,Thriller/Suspense,50000000.0,19452138.0,Rotten,46%,Spilled,54%,6.2,Richard LaGravenese,Erwin Stoff|Andrew A. Kosove|Broderick Johnson|Molly Mickler Smith|David Valdes,Richard LaGravenese,Alden Ehrenreich|Alice Englert|Jeremy Irons|Viola Davis|Emmy Rossum
National Treasure, 2004/11/19,Adventure,100000000.0,173005002.0,Rotten,44%,Upright,76%,6.9,Jon Turteltaub,Jerry Bruckheimer|Jon Turteltaub,Jim Kouf|Cormac Wibberley|Marianne Wibberley,Nicolas Cage|Hunter Gomez|Diane Kruger|Justin Bartha|Sean Bean
Tangled, 2010/11/24,Adventure,260000000.0,200821936.0,Certified Fresh,89%,Upright,87%,7.9,Nathan Greno|Byron Howard,Roy Conli,Dan Fogelman,Zachary Levi|Mandy Moore|Donna Murphy|Bob Bergen
We Were Soldiers, 2002/3/1,Drama,70000000.0,78120196.0,Fresh,63%,Upright,84%,7.1,Randall Wallace,Bruce Davey|Stephen McEveety|Randall Wallace,Randall Wallace,Mel Gibson|Madeleine Stowe|Greg Kinnear|Sam Elliott|Chris Klein
Promised Land, 2012/12/28,Drama,15000000.0,7597898.0,Rotten,52%,Spilled,46%,6.6,Gus Van Sant,Matt Damon|John Krasinski|Chris Moore,John Krasinski|Matt Damon,Matt Damon|John Krasinski|Frances McDormand|Rosemarie DeWitt|Scoot McNairy
Alien, 1979/5/25,Horror,9000000.0,80930630.0,Certified Fresh,97%,Upright,94%,8.5,Ridley Scott,Gordon Carroll|David Giler|Walter Hill,Dan O'Bannon,Tom Skerritt|Sigourney Weaver|Veronica Cartwright|Harry Dean Stanton|John Hurt
The Incredibles, 2004/11/5,Adventure,92000000.0,261441092.0,Certified Fresh,97%,Upright,74%,8.0,Brad Bird,John Walker,Brad Bird,Craig T. Nelson|Holly Hunter|Samuel L. Jackson|Jason Lee|Wallace Shawn
Big, 1988/6/3,Comedy,18000000.0,114968774.0,Certified Fresh,97%,Upright,81%,7.3,Penny Marshall,Robert Greenhut|James L. Brooks,Gary Ross|Anne Spielberg,Tom Hanks|Elizabeth Perkins|Robert Loggia|John Heard|Jared Rushton
The Beach, 2000/2/11,Drama,50000000.0,39778599.0,Rotten,19%,Spilled,58%,6.6,Danny Boyle,Andrew MacDonald,John Hodge,Leonardo DiCaprio|Tilda Swinton|Virginie Ledoyen|Guillaume Canet|Robert Carlyle
Magnolia, 1999/12/17,Drama,37000000.0,22450975.0,Certified Fresh,84%,Upright,90%,8.0,Paul Thomas Anderson,Paul Thomas Anderson|Joanne Seller,Paul Thomas Anderson,Jeremy Blackman|Tom Cruise|Melinda Dillon|Philip Baker Hall|Philip Seymour Hoffman
The Oxford Murders, 2010/8/6,Thriller/Suspense,10000000.0,4803.0,Rotten,10%,Spilled,33%,6.1,Alex de la Iglesia,Gerardo Herrero|Mariela Besuievsky|Alvaro Augustin|Kevin Loader|Frank Ribiere|Verane Frediani,Alex de la Iglesia|Jorge Guerricaechevarría,Elijah Wood|John Hurt|Julie Cox|Jim Carter|Anna Massey
Captain Phillips, 2013/10/11,Drama,55000000.0,107136417.0,Certified Fresh,93%,Upright,90%,7.9,Paul Greengrass,Scott Rudin|Dana Brunetti|Michael De Luca,Billy Ray,Tom Hanks|Barkhad Abdi|Barkhad Abdirahman|Catherine Keener|Max Martini
Detention, 2012/4/13,Comedy,10000000.0,0.0,Rotten,38%,Spilled,45%,5.8,Joseph Kahn,Joseph Kahn|MarryAnn Tanedo|Richard Weager,Mark Palermo|Joseph Kahn,Shanley Caswell|Josh Hutcherson|Dane Cook|Spencer Locke|Parker Bagley
"Monsters, Inc.", 2001/11/2,Adventure,115000000.0,289423425.0,Certified Fresh,96%,Upright,90%,8.1,David Silverman,Darla Anderson,Andrew Stanton|Daniel Gerson,John Goodman|Billy Crystal|Mary Gibbs|Steve Buscemi|James Coburn
As It Is in Heaven, 2014/7/11,Drama,450000.0,13486.0,Fresh,80%,Upright,80%,6.9,Joshua Overbay,Nathaniel Glass|Joshua Overbay|Michael Grout,Ginny Lee Overbay,Luke Beavers|Abi van Andel|Jin Park|John Lina|Chris Nelson
Punch-Drunk Love, 2002/10/11,Comedy,25000000.0,17791031.0,Certified Fresh,79%,Upright,77%,7.3,Paul Thomas Anderson,Joanne Seller|Daniel Lupi|Paul Thomas Anderson,Paul Thomas Anderson,Adam Sandler|Emily Watson|Philip Seymour Hoffman|Luis Guzman|Mary Lynn Rajskub
Supporting Characters, 2013/1/25,Comedy,60000.0,4917.0,Fresh,86%,Upright,66%,6.3,Daniel Schechter,Tim Duff|Adam Der Aris,Daniel Schechter|Tarik Lowe,Tarik Lowe|Alex Karpovsky|Arielle Kebbel|Sophia Takal|Melonie Diaz
Cirque du Soleil: Worlds Away, 2012/12/21,Drama,25000000.0,12512862.0,Rotten,47%,Spilled,58%,6.7,Andrew Adamson,Martin Bolduc|Andrew Adamson|Aron Warner,Andrew Adamson,Erica Linz|Igor Zaripov|Lutz Halbhunbner|Dallas Barnett
Alvin and the Chipmunks: Chipwrecked, 2011/12/16,Comedy,80000000.0,133107389.0,Rotten,12%,Spilled,52%,4.3,Mike Mitchell,Janice Karman|Ross Bagdasarian,Jonathan Aibel|Glenn Berger,Jason Lee|David Cross|Jenny Slate|Justin Long|Matthew Gray Gubler
Johnny English Reborn, 2011/10/21,Comedy,45000000.0,8305970.0,Rotten,39%,Spilled,45%,6.3,Oliver Parker,Tim Bevan|Eric Fellner|Chris Clark,Hamish McColl,Rowan Atkinson|Gillian Anderson|Dominic West|Rosamund Pike|Daniel Kaluuya
Chicken Run, 2000/6/21,Adventure,42000000.0,106793915.0,Certified Fresh,97%,Upright,63%,7.1,Nick Park|Peter Lord,Peter Lord|David Sproxton|Nick Park,Karey Kirkpatrick,Phil Daniels|Lynn Ferguson|Mel Gibson|Tony Haygarth|Jane Horrocks
Dinner for Schmucks, 2010/7/30,Comedy,69000000.0,73026337.0,Rotten,42%,Spilled,43%,5.9,Jay Roach,Walter F. Parkes|Laurie MacDonald|Jay Roach,David Guion|Michael Handelman,Steve Carell|Paul Rudd|Jemaine Clement|Jeff Dunham|Bruce Greenwood
The Bounty Hunter, 2010/3/19,Romantic Comedy,45000000.0,67061228.0,Rotten,13%,Spilled,51%,5.4,Andy Tennant,Neal H. Moritz,Sarah Thorp,Jennifer Aniston|Gerard Butler|Christine Baranski|Jason Sudeikis|Jeff Garlin
The Young Victoria, 2009/12/18,Drama,35000000.0,11001272.0,Certified Fresh,76%,Upright,74%,7.3,Jean-Marc Vallee,Graham King|Martin Scorsese|Tim Headington|Sarah Ferguson,Julian Fellowes,Emily Blunt|Rupert Friend|Paul Bettany|Miranda Richardson|Jim Broadbent
Madagascar 3: Europe's Most Wanted, 2012/6/8,Adventure,145000000.0,216391482.0,Certified Fresh,79%,Upright,73%,7.0,Eric Darnell|Conrad Vernon|Tom McGrath,Mireille Soria|Mark Swift,Eric Darnell|Noah Baumbach,Ben Stiller|Chris Rock|David Schwimmer|Jada Pinkett Smith|Sacha Baron Cohen
Octopussy, 1983/6/10,Action,27500000.0,67900000.0,Rotten,42%,Spilled,48%,6.6,John Glen,Albert R. Broccoli,Michael G. Wilson,Desmond Llewelyn|Lois Maxwell|Steven Berkoff|Roger Moore|Maud Adams
Chicken Little, 2005/11/4,Adventure,60000000.0,135386665.0,Rotten,36%,Spilled,48%,5.8,Mark Dindal,Randy Fullmer,Steve Bencich|Ron J. Friedman|Ron Anderson,Zach Braff|Amy Sedaris|Joan Cusack|Steve Zahn|Don Knotts
The Sum of All Fears, 2002/5/31,Action,68000000.0,118471320.0,Rotten,59%,Spilled,50%,6.4,Phil Alden Robinson,Mace Neufeld,Paul Attanasio|Daniel Pyne,Ben Affleck|Morgan Freeman|James Cromwell|Liev Schreiber|Alan Bates
Snakes on a Plane, 2006/8/18,Thriller/Suspense,33000000.0,34020814.0,Fresh,68%,Spilled,50%,5.6,David R. Ellis,Gary Levinsohn|Don Granger|Craig Berenson,John Heffernan|Sebastian Gutierrez,Samuel L. Jackson|Julianna Margulies|Nathan Phillips|Bobby Cannavale|Flex Alexander
Riddick, 2013/9/6,Action,38000000.0,42025135.0,Rotten,59%,Spilled,54%,6.4,David Twohy,Vin Diesel|Ted Field,David Twohy,Vin Diesel|Jordi Molla|Matt Nable|Kattee Sackhoff|Dave Bautista
Ghost, 1990/7/13,Drama,22000000.0,217631306.0,Certified Fresh,74%,Upright,81%,7.0,Jerry Zucker,Lisa Weinstein,Bruce Joel Rubin,Patrick Swayze|Demi Moore|Whoopi Goldberg|Tony Goldwyn|Rick Aviles
Spring Breakers, 2013/3/15,Thriller/Suspense,5000000.0,14124286.0,Fresh,65%,Spilled,39%,5.3,Harmony Korine,Chris Hanley|Charles-Marie Anthonioz|Jordan Gertner|David Zander,Harmony Korine,James Franco|Selena Gomez|Vanessa Hudgens|Ashley Benson|Rachel Korine
The Eagle, 2011/2/11,Action,25000000.0,19490041.0,Rotten,39%,Spilled,41%,6.2,Kevin MacDonald,Duncan Kenworthy,Jeremy Brock,Channing Tatum|Jamie Bell|Donald Sutherland|Mark Strong|Tahar Rahim
Into the Wild, 2007/9/21,Drama,20000000.0,18354356.0,Certified Fresh,82%,Upright,89%,8.2,Sean Penn,Bill Pohlad|Art Linson|Sean Penn,Sean Penn,Emile Hirsch|Marcia Gay Harden|William Hurt|Jena Malone|Catherine Keener
Shrek, 2001/5/18,Adventure,50000000.0,267655011.0,Certified Fresh,88%,Upright,90%,7.9,Andrew Adamson|Vicky Jenson,Aron Warner|John H. Williams|Jeffrey Katzenberg,Ted Elliott|Terry Rossio|Joe Stillman|Roger S.H. Schulman,Mike Myers|Eddie Murphy|Cameron Diaz|John Lithgow|Vincent Cassel
If I Stay, 2014/8/22,Drama,11000000.0,44937290.0,Rotten,38%,Upright,68%,7.1,R.J. Cutler,Alison Greenspan,Shauna Cross,Chloë Grace Moretz|Mireille Enos|Joshua Leonard|Stacy Keach|Jamie Blackley
Back to the Future Part III, 1990/5/24,Adventure,40000000.0,87666629.0,Fresh,73%,Upright,78%,7.4,Robert Zemeckis,Bob Gale|Neil Canton,Bob Gale,Michael J. Fox|Christopher Lloyd|Mary Steenburgen|Thomas F. Wilson|Lea Thompson
The Green Hornet, 2011/1/14,Action,110000000.0,98780042.0,Rotten,43%,Spilled,43%,5.9,Michel Gondry,Neal H. Moritz,Seth Rogen|Evan Goldberg,Seth Rogen|Jay Chou|Cameron Diaz|Tom Wilkinson|Christoph Waltz
Richard III, 1995/12/29,Drama,9200000.0,2684904.0,Certified Fresh,96%,Upright,86%,7.5,Richard Loncraine,Lisa Katselas|Stephen Bayly,Ian McKellen,"Ian McKellen|Annette Bening|Jim Broadbent|Robert Downey, Jr.|Nigel Hawthorne"
Hostel, 2006/1/6,Horror,4800000.0,47326473.0,Fresh,61%,Spilled,54%,5.8,Eli Roth,Eli Roth|Mike Fleiss|Chris Briggs,Eli Roth,Jay Hernandez|Derek Richardson|Eythor Gudjonsson|Barbara Nedeljakova|Jan Vlasak
Flushed Away, 2006/11/3,Comedy,149000000.0,64665672.0,Certified Fresh,72%,Upright,65%,6.7,Sam Fell|David Bowers,Cecil Kramer|Peter Lord|David Sproxton,Dick Clement|Ian La Frenais|Chris Lloyd|Joe Keenan|Will Davies,Hugh Jackman|Kate Winslet|Jean Reno|Bill Nighy|Andy Serkis
Love Actually, 2003/11/7,Romantic Comedy,45000000.0,59472278.0,Fresh,63%,Upright,73%,7.7,Richard Curtis,Duncan Kenworthy|Tim Bevan|Eric Fellner,Richard Curtis,Hugh Grant|Liam Neeson|Colin Firth|Laura Linney|Emma Thompson
Moonrise Kingdom, 2012/5/25,Drama,16000000.0,45512466.0,Certified Fresh,94%,Upright,86%,7.8,Wes Anderson,Wes Anderson|Scott Rudin|Steven Rales|Jeremy Dawson,Wes Anderson|Roman Coppola,Bruce Willis|Edward Norton|Bill Murray|Frances McDormand|Tilda Swinton
Date Night, 2010/4/9,Comedy,55000000.0,98711404.0,Fresh,67%,Spilled,55%,6.3,Shawn Levy,Shawn Levy,Josh Klausner,Steve Carell|Tina Fey|Jimmi Simpson|Taraji P. Henson|Common
Quartet, 2013/1/11,Comedy,11000000.0,18388357.0,Certified Fresh,79%,Upright,66%,6.8,Dustin Hoffman,Finola Dwyer|Stewart Mackinnon,Ronald Harwood,Maggie Smith|Tom Courtenay|Billy Connolly|Pauline Collins|Michael Gambon
Secretariat, 2010/10/8,Drama,35000000.0,59699513.0,Fresh,64%,Upright,76%,7.2,Randall Wallace,Gordon Gray|Mark Ciardi,Mike Rich,Diane Lane|John Malkovich|Dylan Walsh|Dylan Baker|Margo Martindale
You Will Meet a Tall Dark Stranger, 2010/9/22,Drama,15000000.0,3247816.0,Rotten,46%,Spilled,34%,6.3,Woody Allen,Letty Aronson|Stephen Tenenbaum|Jaume Roures,Woody Allen,Gemma Jones|Paulene Collins|Anthony Hopkins|Rupert Frazer|Kelly Harrison
Beginners, 2011/6/3,Drama,3200000.0,5790894.0,Certified Fresh,84%,Upright,77%,7.2,Mike Mills,Leslie Urdang|Dean Vanech|Miranda de Pencier|Jay Van Hoy|Lars Knudsen,Mike Mills,Ewan McGregor|Christopher Plummer|Melanie Laurent|Goran Visnjic|Kai Lennox
The Astronaut's Wife, 1999/8/27,Thriller/Suspense,34000000.0,10672566.0,Rotten,16%,Spilled,33%,5.3,Rand Ravich,Andrew Lazar,Rand Ravich,Johnny Depp|Charlize Theron|Joe Morton|Clea DuVall|Samantha Eggar
The Ring, 2002/10/18,Horror,48000000.0,129094024.0,Fresh,72%,Spilled,48%,7.1,Gore Verbinski,Walter F. Parkes|Laurie MacDonald,Ehren Kruger,Naomi Watts|Martin Henderson|Brian Cox|David Dorfman|Richard Lineback
Trance, 2013/4/5,Thriller/Suspense,16000000.0,2322593.0,Fresh,68%,Upright,63%,7.0,Danny Boyle,Christian Colson|Danny Boyle,John Hodges|Joe Ahearne,James McAvoy|Vincent Cassel|Rosario Dawson|Danny Sapani|Matt Cross
Blood Diamond, 2006/12/8,Action,100000000.0,57377916.0,Fresh,62%,Upright,90%,8.0,Edward Zwick,Paula Weinstein|Edward Zwick|Marshall Herskovitz|Graham King|Gillian Gorfil|Gregory Jacobs,Charles Leavitt,Leonardo DiCaprio|Jennifer Connelly|Djimon Hounsou|Michael Sheen|Arnold Vosloo
Monster-in-Law, 2005/5/13,Comedy,45000000.0,82931301.0,Rotten,16%,Spilled,55%,5.4,Robert Luketic,Paula Weinstein|Chris Bender|JC Spink,Anya Kochoff,Jennifer Lopez|Jane Fonda|Michael Vartan|Wanda Sykes|Adam Scott
Sky High, 2005/7/29,Adventure,35000000.0,63939454.0,Fresh,73%,Spilled,57%,6.2,Mike Mitchell,Andrew Gunn,Paul Hernandez|Bob Schooley|Mark McCorkle,Michael Angarano|Kurt Russell|Kelly Preston|Danielle Panabaker|Steven Strait
Due Date, 2010/11/5,Comedy,65000000.0,100539043.0,Rotten,40%,Spilled,52%,6.6,Todd Phillips,Todd Phillips|Dan Goldberg,Alan R. Cohen|Alan Freedland|Adam Sztykiel|Todd Phillips,"Robert Downey, Jr.|Zach Galifianakis|Michelle Monaghan|Jamie Foxx|Juliette Lewis"
5 Days of War, 2011/8/19,Drama,12000000.0,17479.0,Rotten,33%,Spilled,37%,5.6,Renny Harlin,George Lascu|Mirza Papuna Davtaia|Koba Nakopia,Mikko Alanne|David Battle,Rupert Friend|Richard Coyle|Emmanuelle Chriqui|Val Kilmer|Andy Garcia
Talladega Nights: The Ballad of Ricky Bobby, 2006/8/4,Comedy,73000000.0,148213377.0,Certified Fresh,72%,Upright,73%,6.5,Adam McKay,Jimmy Miller|Judd Apatow,Will Ferrell|Adam McKay,Will Ferrell|John C. Reilly|Michael Clarke Duncan|Gary Cole|Leslie Bibb
Star Trek, 2009/5/8,Adventure,140000000.0,257730019.0,Certified Fresh,95%,Upright,91%,8.0,J.J. Abrams,J.J. Abrams|Damon Lindelof,Roberto Orci|Alex Kurtzman,Chris Pine|Zachary Quinto|Leonard Nimoy|Eric Bana|Bruce Greenwood
You Don't Mess With the Zohan, 2008/6/6,Comedy,90000000.0,100018837.0,Rotten,37%,Spilled,45%,5.5,Dennis Dugan,Adam Sandler|Jack Giarraputo,Adam Sandler|Robert Smigel|Judd Apatow,Adam Sandler|John Turturro|Emmanuelle Chriqui|Nick Swardson|Lainie Kazan
Reign Over Me, 2007/3/23,Drama,20000000.0,19661987.0,Fresh,64%,Upright,82%,7.5,Mike Binder,Michael Rotenberg|Jack Binder,Mike Binder,Adam Sandler|Don Cheadle|Jada Pinkett Smith|Liv Tyler|Saffron Burrows
Puss in Boots, 2011/10/28,Adventure,130000000.0,149260504.0,Certified Fresh,84%,Upright,68%,6.7,Chris Miller,Joe M. Aguilar|Latifa Ouaou,Tom Wheeler,Antonio Banderas|Salma Hayek|Zach Galifianakis|Billy Bob Thornton|Amy Sedaris
A Serious Man, 2009/10/2,Comedy,7000000.0,9228788.0,Certified Fresh,89%,Upright,67%,7.0,Joel Coen|Ethan Coen,Joel Coen|Ethan Coen,Joel Coen|Ethan Coen,Michael Stuhlbarg|Sari Lennick|Richard Kind|Fred Melamed|Aaron Wolf
The Pineapple Express, 2008/8/6,Comedy,26000000.0,87341380.0,Fresh,68%,Upright,73%,7.0,David Gordon Green,Judd Apatow|Shauna Robertson,Seth Rogen|Evan Goldberg,Seth Rogen|James Franco|Gary Cole|Rosie Perez|Danny McBride
Slumdog Millionaire, 2008/11/12,Drama,14000000.0,141319928.0,Certified Fresh,94%,Upright,90%,8.0,Danny Boyle,Christian Colson,Simon Beaufoy,Dev Patel|Freida Pinto|Madhur Mittal|Anil Kapoor|Irfan Khan
Donnie Brasco, 1997/2/28,Drama,35000000.0,41954997.0,Certified Fresh,87%,Upright,89%,7.8,Mike Newell,Mark Johnson|Barry Levinson|Louis DiGiaimo|Gail Mutrux,Paul Attanasio,Al Pacino|Johnny Depp|Michael Madsen|Anne Heche|Gretchen Mol
Winnie the Pooh, 2011/7/15,Adventure,30000000.0,26692846.0,Certified Fresh,90%,Upright,80%,7.3,Stephen Anderson|Don Hall,Peter Del Vecho|Clark Spencer,Stephen Anderson|Clio Chiang|Don Dougherty|Don Hall|Kendelle Hoyer|Brian Kesinger|Nicole Mitchell|Jeremy Spears,John Cleese|Jim Cummings|Bud Luckey|Craig Ferguson|Jack Boulter
Source Code, 2011/4/1,Thriller/Suspense,32000000.0,54712227.0,Certified Fresh,92%,Upright,81%,7.5,Duncan Jones,Mark Gordon|Jordan Wynn|Philippe Rousselet,Ben Ripley,Jake Gyllenhaal|Michelle Monaghan|Vera Farmiga|Jeffrey Wright|Michael Arden
The Living Daylights, 1987/7/31,Action,40000000.0,51185000.0,Fresh,75%,Upright,65%,6.7,John Glen,Michael G. Wilson|Albert R. Broccoli,Michael G. Wilson,John Rhys-Davies|Desmond Llewelyn|Robert Brown|Maryam d'Abo|Timothy Dalton
Rush Hour 2, 2001/8/3,Action,90000000.0,226164286.0,Rotten,52%,Upright,74%,6.6,Brett Ratner,Andrew Z. Davis|Arthur Sarkissian|Roger Birnbaum,Jeff Nathanson,Jackie Chan|Chris Tucker|John Lone|Zhang Ziyi|Harris Yulin
The Sweetest Thing, 2002/4/12,Romantic Comedy,43000000.0,24430272.0,Rotten,26%,Upright,66%,5.0,Roger Kumble,Cathy Konrad,Nancy M. Pimental,Cameron Diaz|Christina Applegate|Selma Blair|Thomas Jane|Jason Bateman
The Invention of Lying, 2009/10/2,Comedy,18500000.0,18451251.0,Rotten,58%,Spilled,39%,6.4,Ricky Gervais|Matthew Robinson,Ricky Gervais|Lynda Obst|Oly Obst|Dan Lin,Ricky Gervais|Matthew Robinson,Ricky Gervais|Jennifer Garner|Jonah Hill|Louis C.K.|Rob Lowe
Dinosaur, 2000/5/19,Adventure,127500000.0,137748063.0,Fresh,65%,Spilled,47%,6.4,Ralph Zondag|Eric Leighton,Pam Marsden,John Harrison|Robert Nelson Jacobs,D.B. Sweeney|Alfre Woodard|Ossie Davis|Max Casella|Hayden Panettiere
